model,dataset,display_name,point_index,layer,kind,point_type,include_in_main_depth_axis,block_index,relative_depth,relative_position,is_tunnel_entrance,is_reference_point,is_native_readout,train_loss,val_loss,test_loss,val_ratio_to_final,test_ratio_to_final,val_suffix_excursion,test_suffix_excursion,weight_decay,wd_at_grid_max,wd_at_grid_min,n_probe_params,is_tunnel_entrance_0.01,is_tunnel_entrance_0.02,is_tunnel_entrance_0.05,is_tunnel_entrance_0.1,is_first_crossing_0.01,is_first_crossing_0.02,is_first_crossing_0.05,is_first_crossing_0.1,test_loss_point,test_loss_ci_lo,test_loss_ci_hi,test_loss_delta_vs_last,test_loss_delta_ci_lo,test_loss_delta_ci_hi,test_mase_point,test_mase_ci_lo,test_mase_ci_hi,test_mase_delta_vs_last,test_mase_delta_ci_lo,test_mase_delta_ci_hi,test_mae_point,test_mae_ci_lo,test_mae_ci_hi,test_mae_delta_vs_last,test_mae_delta_ci_lo,test_mae_delta_ci_hi,test_wql_point,test_wql_ci_lo,test_wql_ci_hi,test_wql_delta_vs_last,test_wql_delta_ci_lo,test_wql_delta_ci_hi,test_mase,test_mae,test_wql
chronos2,LOOP_SEATTLE_5T,Loop Seattle,0,Emb,embedding,block_depth,True,0,0.0,0.0,False,False,False,0.29270213376062587,0.24947760177363876,0.23200098200495006,1.2992513919128919,1.2142581713417704,0.32731917951138745,0.2142581713417704,150.0,False,False,110736,False,False,False,False,False,False,False,False,0.23200098200495006,0.2228199497839251,0.24108132172574978,-0.04093701597160965,-0.05486472081677376,-0.026578712367402953,1.1386396690271425,1.0404511509819416,1.2438914383853474,-0.023812895465096462,-0.10906534059752537,0.06605329377232103,5.105485277189537,4.678925495107031,5.559007561361755,-0.17439847390780994,-0.5577755902262865,0.22893300441522674,0.7421852197627534,0.678125088964678,0.8111733772044204,-0.06249439643368093,-0.11654435433743832,-0.0053966828427353805,1.1386396690271425,5.105485277189537,0.7421852197627534
chronos2,LOOP_SEATTLE_5T,Loop Seattle,1,L1,block,block_depth,True,1,0.08333333333333333,0.08333333333333333,False,False,False,0.24658617063544402,0.25486707788330454,0.2280027011821743,1.3273191795113874,1.1933317721583783,0.32731917951138745,0.19333177215837827,990.0,True,False,110736,False,False,False,False,False,False,False,False,0.2280027011821743,0.21897321683674598,0.23712197737626103,-0.03693873514883389,-0.048299187262194176,-0.024336968101418877,1.1188493151500405,1.0333996309896736,1.2080447468948938,-0.0040225415879944215,-0.07309047882205429,0.06955674586572276,5.053095599340983,4.657448580395191,5.478796994735839,-0.12200879605925596,-0.446964590531221,0.23897580491844447,0.7244346471821104,0.6655555729257315,0.7886739347005589,-0.04474382385303788,-0.09170656363255103,0.00726425977586414,1.1188493151500405,5.053095599340983,0.7244346471821104
chronos2,LOOP_SEATTLE_5T,Loop Seattle,2,L2,block,block_depth,True,2,0.16666666666666666,0.16666666666666666,False,False,False,0.19058048052625087,0.24150646035737208,0.17829715090853568,1.2577385807162544,0.9331804139218122,0.25773858071625444,0.012606013642181724,0.001,False,False,110736,False,False,False,False,False,False,False,False,0.17829715090853568,0.1668246649564706,0.18970929332191253,0.012766815124804737,0.002113221502215928,0.023609569206307746,0.9672766985693614,0.8886675621899324,1.0488327283753673,0.1475500749926847,0.07232736932224788,0.22887635078964935,4.366187023348291,3.9894877891095075,4.779876876887251,0.5648997799334357,0.2108022060877397,0.9344810050055601,0.5955364584837252,0.538305741076609,0.6593828486405605,0.08415436484534733,0.0350871257148452,0.13553645820864674,0.9672766985693614,4.366187023348291,0.5955364584837252
chronos2,LOOP_SEATTLE_5T,Loop Seattle,3,L3,block,block_depth,True,3,0.25,0.25,False,False,False,0.17562985926508434,0.23103222816841293,0.1837016447440131,1.2031899532884835,0.9614667200614762,0.21129882812037848,0.012606013642181724,3.0,False,False,110736,False,False,False,False,False,False,False,False,0.1837016447440131,0.1735302985428996,0.19427500778652784,0.007362321289327317,-0.0021094455177547346,0.01728432283004505,1.0431536960802335,0.9550333421879625,1.133511922814849,0.07167307748181262,0.01082979834123711,0.13493992589284773,4.647817432564559,4.249726532575084,5.078161922881708,0.28326937071716785,-0.01612440540700794,0.6100908462265558,0.632089774570915,0.5723522090545217,0.6972260438489016,0.047601048758157516,0.004992668717181035,0.09397841538847669,1.0431536960802335,4.647817432564559,0.632089774570915
chronos2,LOOP_SEATTLE_5T,Loop Seattle,4,L4,block,block_depth,True,4,0.3333333333333333,0.3333333333333333,False,False,False,0.1721065433500829,0.23258926528896995,0.19217965979385013,1.2112988281203785,1.0058393729789687,0.21129882812037848,0.012606013642181724,0.01,False,False,110736,False,False,False,False,False,False,False,False,0.19217965979385013,0.18191927179964332,0.20261519868282302,-0.0011156937605097117,-0.009925605232990867,0.008173501970004713,1.094752106570616,1.0008915185872849,1.1900511767413078,0.020074666991430012,-0.03597090591162677,0.07843286238866394,4.864514429787884,4.451081731990176,5.313451868132452,0.06657237349384282,-0.21766476996973552,0.3719900270416192,0.6638836825685012,0.6020581436934369,0.731547123191488,0.015807140760571325,-0.023579967508320258,0.05783332524232506,1.094752106570616,4.864514429787884,0.6638836825685012
chronos2,LOOP_SEATTLE_5T,Loop Seattle,5,L5,block,block_depth,True,5,0.4166666666666667,0.4166666666666667,False,False,False,0.17022109791299747,0.23114638525338574,0.19347252099568607,1.2037844705938174,1.0126060136421817,0.20378447059381744,0.012606013642181724,0.01,False,False,110736,False,False,False,False,False,False,False,False,0.19347252099568607,0.18321575357770647,0.20406795184533216,-0.002408554962345655,-0.010717507252355913,0.006623317781864216,1.0886377667795546,0.9958246120321925,1.181389223209223,0.026189006782491475,-0.028231927979947464,0.08456973160133292,4.859687548874443,4.451617591473802,5.291951177445283,0.07139925440728412,-0.19878192276036988,0.3683675852331341,0.6621363868461666,0.6014909755745503,0.728085470147608,0.01755443648290589,-0.020568912386980318,0.06000312239449762,1.0886377667795546,4.859687548874443,0.6621363868461666
chronos2,LOOP_SEATTLE_5T,Loop Seattle,6,L6,block,block_depth,True,6,0.5,0.5,False,False,False,0.18273814910170294,0.22524849510261122,0.18559047419094402,1.1730689196454966,0.9713525686918836,0.17306891964549664,0.0,90.0,False,False,110736,False,False,False,False,False,False,False,False,0.18559047419094402,0.17571252312525423,0.19535103816723892,0.0054734918423964,-0.0031788577990364696,0.014742174387006566,1.0348065248471747,0.9462418957427345,1.1269093567897503,0.08002024871487134,0.024205133781027587,0.13839338707819968,4.549824224421722,4.157875338523489,4.958738023557858,0.3812625788600048,0.10693098723538035,0.688625166287931,0.6304271414676162,0.5707208922010143,0.6935366153518674,0.04926368186145624,0.010526385043473951,0.09215626964934236,1.0348065248471747,4.549824224421722,0.6304271414676162
chronos2,LOOP_SEATTLE_5T,Loop Seattle,7,L7,block,block_depth,True,7,0.5833333333333334,0.5833333333333334,False,False,False,0.20130877615817136,0.21638696037858496,0.17690384006909743,1.1269190398854607,0.9258880349957141,0.12691903988546072,0.0,300.0,False,False,110736,False,False,False,False,False,False,False,False,0.17690384006909743,0.16832418262404,0.18580474819995121,0.014160125964242987,0.00500632901640453,0.024006443295471424,0.9306553603464869,0.8537179586899504,1.009965037301702,0.1841714132155592,0.12235888513979797,0.24726582860559004,4.147238773113686,3.7983903237891443,4.519796420771175,0.7838480301680413,0.4972693301405488,1.0976352063076442,0.5871488034308837,0.5340406309763238,0.6449737127425562,0.09254201989818878,0.05301015123746912,0.13635655679799485,0.9306553603464869,4.147238773113686,0.5871488034308837
chronos2,LOOP_SEATTLE_5T,Loop Seattle,8,L8,block,block_depth,True,8,0.6666666666666666,0.6666666666666666,False,False,False,0.18484230411948485,0.2058374161711176,0.17433455249451044,1.071978195905266,0.9124407710875702,0.0719781959052661,0.0,150.0,False,False,110736,False,False,False,True,False,False,False,True,0.17433455249451044,0.1645048565195717,0.18432420189243576,0.01672941353882998,0.00910600155506653,0.024916762983398,0.9923888448041337,0.9012503032073473,1.0853271850916346,0.12243792875791237,0.07258753764257457,0.17498057720569155,4.368454041981953,3.9784267729718845,4.786025543416403,0.5626327612997741,0.31005660918023575,0.8492344815646319,0.599717074580182,0.5399900275643501,0.664180952500404,0.07997374874889052,0.04500882082210949,0.11970934099398745,0.9923888448041337,4.368454041981953,0.599717074580182
chronos2,LOOP_SEATTLE_5T,Loop Seattle,9,L9,block,block_depth,True,9,0.75,0.75,True,False,False,0.18432466971181558,0.1999101438026392,0.17937253688582938,1.0411096256599108,0.9388088220388406,0.04110962565991083,0.0,150.0,False,False,110736,False,False,True,False,False,False,True,False,0.17937253688582938,0.16879901526431831,0.19013075345864106,0.011691429147511034,0.005563749962678291,0.01822891288884836,1.0243002463949178,0.9233909970010669,1.1277614904838325,0.09052652716712828,0.04935881228718281,0.1338342120011259,4.4946705115309,4.07372262120067,4.945415001016776,0.4364162917508274,0.22348972226946856,0.6705897778116621,0.6181405250131852,0.5548534267655431,0.6863785103576406,0.06155029831588732,0.032337033386780234,0.0944253434628906,1.0243002463949178,4.4946705115309,0.6181405250131852
chronos2,LOOP_SEATTLE_5T,Loop Seattle,10,L10,block,block_depth,True,10,0.8333333333333334,0.8333333333333334,False,False,False,0.18452370520200115,0.1985821103151063,0.1789573845062547,1.034193376085131,0.9366359770582113,0.034193376085130955,0.0,150.0,False,False,110736,False,False,False,False,False,False,False,False,0.1789573845062547,0.16765648155963717,0.1904187442941008,0.012106581527085714,0.007037289244058825,0.017575660120795335,1.0407094764800076,0.9306967405349689,1.153021166723084,0.07411729708203851,0.037850335725330295,0.11208719218055377,4.5393226692838216,4.091968550665385,5.024486214499709,0.39176413399790544,0.20567476886785735,0.596487652460892,0.6243918316140048,0.5578236152227215,0.6974945680773639,0.05529899171506769,0.030174618988315006,0.08283848755904447,1.0407094764800076,4.5393226692838216,0.6243918316140048
chronos2,LOOP_SEATTLE_5T,Loop Seattle,11,L11,block,block_depth,True,11,0.9166666666666666,0.9166666666666666,False,False,False,0.19086766834377472,0.19721206445389122,0.18777907125026216,1.027058330776401,0.9828073558228921,0.027058330776400963,0.0,300.0,False,False,110736,False,False,False,False,False,False,False,False,0.18777907125026216,0.1753158792504998,0.2002181682334004,0.0032848947830782516,-5.701871531953576e-05,0.006872301057109044,1.0888298915853087,0.9687616116524553,1.2107249330475753,0.02599688197673733,-0.00037827893213997476,0.0537605307656147,4.767220866291149,4.266722759380533,5.2889886742258225,0.16386593699057794,0.03355546628362447,0.311735646607322,0.6636921381390806,0.5887940483828142,0.7413745630213239,0.015998685189991924,-0.0005635861995926028,0.03481667646549776,1.0888298915853087,4.767220866291149,0.6636921381390806
